Advocate_ID,Full_Name,Bar_Council_Enrollment_Number,City,State,Primary_Court_Level,Court_Name,Specialization,Years_of_Experience,Total_Cases_Handled,Cases_Won,Cases_Lost,Recent_Indian_Case_Type,Average_Case_Duration_Months,Client_Rating_Out_of_5
INDADV05195,Hazel Tripathi,IN7063/2017,Darbhanga,Karnataka,District Court,District Court Jabalpur,Tax Law,9,219,64,155,Cheque Bounce Case (NI Act 138),18,4.0
INDADV05196,Sahil Swamy,IN3285/2019,Mathura,Haryana,District Court,District Court Meerut,Civil Law,33,754,66,688,GST Tax Dispute,41,5.0
INDADV05197,Navya Sen,IN9928/2021,Adoni,Haryana,District Court,District Court Gopalpur,Environmental Law,20,695,83,612,IPC Section 420 - Cheating,10,3.8
INDADV05198,Abram Balay,IN6901/2064,Kalyan-Dombivli,Uttar Pradesh,Supreme Court of India,Supreme Court of India,Family Law,13,872,824,48,Consumer Protection Case,20,4.8
INDADV05199,Ryan Bahl,IN1406/2001,Bhopal,Kerala,High Court,Kerala High Court,Civil Law,23,1283,99,1184,Writ Petition (Article 226),9,3.1
INDADV05200,Jhanvi Konda,IN6966/2047,Srikakulam,Bihar,District Court,District Court Allahabad,Labour Law,14,1066,734,332,Land Acquisition Dispute,15,4.6
INDADV05201,Hrishita Johal,IN7115/2055,Gwalior,Delhi,District Court,District Court Bahraich,Labour Law,19,329,182,147,Public Interest Litigation,48,4.3
INDADV05202,Oorja Shan,IN9638/2028,Rohtak,Uttar Pradesh,District Court,District Court Sambalpur,Tax Law,21,1391,538,853,Writ Petition (Article 226),13,4.2
INDADV05203,Vidur Batra,IN5438/2088,Karnal,Uttar Pradesh,District Court,District Court Bharatpur,Corporate Law,5,504,9,495,Land Acquisition Dispute,8,5.0
INDADV05204,Sahil Srivastava,IN6465/2079,Sagar,Delhi,District Court,District Court Gulbarga,Tax Law,25,1093,164,929,Cheque Bounce Case (NI Act 138),47,4.1
INDADV05205,Eshani Kapoor,IN1604/2032,Rohtak,Punjab,High Court,Punjab and Haryana High Court,Tax Law,37,694,21,673,Dowry Prohibition Case,34,4.9
INDADV05206,Amira Rastogi,IN4883/2095,Jorhat,Kerala,District Court,District Court Patiala,Civil Law,13,674,106,568,Public Interest Litigation,27,4.4
INDADV05207,Mahika Dugal,IN9817/2054,Purnia,Tamil Nadu,District Court,District Court Guwahati,Family Law,38,789,471,318,Consumer Protection Case,33,3.4
INDADV05208,Sana Sule,IN3878/2062,Khammam,Bihar,District Court,District Court Raebareli,Corporate Law,18,679,92,587,Property Partition Suit,47,5.0
INDADV05209,Indrans Mallick,IN9941/2098,Proddatur,Uttar Pradesh,District Court,District Court Nagaon,Cyber Law,39,531,472,59,Writ Petition (Article 226),46,3.3
INDADV05210,Saira Bhat,IN3269/2098,Raurkela Industrial Township,Karnataka,District Court,District Court Rajpur Sonarpur,Criminal Law,21,788,204,584,Land Acquisition Dispute,39,5.0
INDADV05211,Onkar Walia,IN0570/2084,Saharanpur,West Bengal,District Court,District Court Ambattur,Tax Law,33,1244,524,720,Public Interest Litigation,33,3.4
INDADV05212,Rati Vala,IN2241/2009,Surat,Madhya Pradesh,District Court,District Court Tezpur,Cyber Law,33,1063,287,776,IPC Section 420 - Cheating,26,4.6
INDADV05213,Gokul Sha,IN2638/2028,Bijapur,Tamil Nadu,District Court,District Court Srinagar,Tax Law,26,683,165,518,IPC Section 420 - Cheating,34,3.4
INDADV05214,Raunak Saha,IN0072/2027,Patiala,Karnataka,District Court,District Court Suryapet,Criminal Law,9,709,377,332,Dowry Prohibition Case,7,3.4
INDADV05215,Mehul Sur,IN5198/2039,Bhagalpur,West Bengal,High Court,Calcutta High Court,Corporate Law,36,1487,223,1264,Land Acquisition Dispute,23,4.7
INDADV05216,Navya Das,IN5643/2034,Rampur,Rajasthan,High Court,Rajasthan High Court,Intellectual Property Law,6,644,519,125,Land Acquisition Dispute,43,3.4
INDADV05217,Rhea Bedi,IN8499/2060,Dhanbad,Telangana,District Court,District Court Tadipatri,Tax Law,4,703,668,35,Dowry Prohibition Case,47,3.5
INDADV05218,Prisha Raj,IN2675/2006,Hapur,Telangana,District Court,District Court Panipat,Intellectual Property Law,19,1056,444,612,Dowry Prohibition Case,26,4.3
INDADV05219,Aniruddh Chawla,IN9120/2009,Visakhapatnam,Tamil Nadu,District Court,District Court Tenali,Civil Law,36,831,388,443,GST Tax Dispute,28,5.0
INDADV05220,Biju Sengupta,IN8708/2081,Salem,Kerala,District Court,District Court Pune,Intellectual Property Law,16,1391,747,644,Consumer Protection Case,44,3.3
INDADV05221,Bhamini Soni,IN6972/2017,Udaipur,Punjab,District Court,District Court Pondicherry,Corporate Law,15,1221,1014,207,Dowry Prohibition Case,35,4.0
INDADV05222,Vedika Datta,IN6369/2068,Tezpur,West Bengal,District Court,District Court Shahjahanpur,Criminal Law,16,1081,971,110,Cyber Fraud Case,37,4.9
INDADV05223,Tushar Viswanathan,IN7040/2006,Haridwar,Madhya Pradesh,High Court,Madhya Pradesh High Court,Criminal Law,14,651,124,527,IPC Section 302 - Murder,22,4.4
INDADV05224,Adah Kashyap,IN6466/2063,Surat,Kerala,District Court,District Court South Dumdum,Tax Law,31,1006,164,842,GST Tax Dispute,25,4.7
INDADV05225,Vidur D’Alia,IN2709/2097,Ramgarh,Madhya Pradesh,District Court,District Court Machilipatnam,Corporate Law,29,1448,280,1168,Cyber Fraud Case,9,4.2
INDADV05226,Suhana Lal,IN5830/2044,Mehsana,Punjab,District Court,District Court Jaunpur,Cyber Law,15,1402,601,801,Consumer Protection Case,21,4.9
INDADV05227,Indrajit Bandi,IN2796/2068,Bongaigaon,Rajasthan,District Court,District Court Rajkot,Criminal Law,10,624,456,168,Cyber Fraud Case,23,3.5
INDADV05228,Vanya Ravel,IN2671/2014,Jodhpur,Maharashtra,High Court,Bombay High Court,Cyber Law,1,407,151,256,Public Interest Litigation,41,3.1
INDADV05229,Lakshit Tara,IN9547/2044,Machilipatnam,Maharashtra,District Court,District Court Jalandhar,Intellectual Property Law,16,1025,103,922,IPC Section 302 - Murder,19,4.5
INDADV05230,Himmat Loke,IN0647/2081,Nashik,Punjab,High Court,Punjab and Haryana High Court,Family Law,33,1103,808,295,IPC Section 302 - Murder,43,3.2
INDADV05231,Misha Hayre,IN7017/2036,Kochi,Bihar,High Court,Patna High Court,Civil Law,37,776,421,355,Dowry Prohibition Case,8,4.2
INDADV05232,Miraya Khare,IN5520/2044,Navi Mumbai,Telangana,District Court,District Court Srikakulam,Tax Law,22,795,626,169,Dowry Prohibition Case,35,4.8
INDADV05233,Yuvraj  Sarna,IN9392/2043,Gaya,Gujarat,District Court,District Court Hosur,Tax Law,34,1238,440,798,IPC Section 302 - Murder,21,3.6
INDADV05234,Anya Issac,IN3449/2095,Amaravati,Maharashtra,District Court,District Court Secunderabad,Family Law,21,475,317,158,Writ Petition (Article 226),12,3.3
INDADV05235,Khushi Kant,IN2733/2030,Mumbai,Madhya Pradesh,District Court,District Court Kalyan-Dombivli,Civil Law,35,1258,874,384,IPC Section 420 - Cheating,6,4.2
INDADV05236,Trisha Das,IN3504/2075,Solapur,Haryana,District Court,District Court Bangalore,Constitutional Law,12,566,473,93,Divorce Petition,17,3.3
INDADV05237,Hrishita Dora,IN4506/2055,Khora ,Uttar Pradesh,High Court,Allahabad High Court,Environmental Law,22,394,254,140,Cheque Bounce Case (NI Act 138),20,4.9
INDADV05238,Taran Lad,IN0872/2057,Tiruvottiyur,Gujarat,District Court,District Court Kharagpur,Family Law,19,222,192,30,Divorce Petition,27,3.7
INDADV05239,Shamik Bhavsar,IN3344/2091,Ahmednagar,Kerala,District Court,District Court Munger,Intellectual Property Law,14,1397,752,645,Cyber Fraud Case,41,3.9
INDADV05240,Miraan Gulati,IN6191/2062,Madhyamgram,Uttar Pradesh,High Court,Allahabad High Court,Cyber Law,39,372,72,300,Cyber Fraud Case,27,3.0
INDADV05241,Bhamini Butala,IN4952/2053,Tiruchirappalli,Telangana,District Court,District Court Sambhal,Cyber Law,13,1015,644,371,Writ Petition (Article 226),48,5.0
INDADV05242,Anahi Krishnamurthy,IN6170/2047,Anand,Rajasthan,District Court,District Court Ghaziabad,Corporate Law,27,1103,718,385,Land Acquisition Dispute,48,3.8
INDADV05243,Diya Kunda,IN6947/2073,Ghaziabad,West Bengal,District Court,District Court Guna,Tax Law,8,376,128,248,Land Acquisition Dispute,42,3.2
INDADV05244,Rania Chahal,IN8475/2005,Anantapur,West Bengal,High Court,Calcutta High Court,Environmental Law,3,1191,606,585,GST Tax Dispute,31,3.4
INDADV05245,Himmat Ravel,IN0411/2066,Alappuzha,Tamil Nadu,District Court,District Court Vijayawada,Environmental Law,10,1334,1248,86,Consumer Protection Case,36,4.2
INDADV05246,Emir Mammen,IN0135/2084,Amroha,Madhya Pradesh,District Court,District Court Madanapalle,Constitutional Law,6,1026,126,900,IPC Section 420 - Cheating,48,3.4
INDADV05247,Dishani Zachariah,IN1787/2099,Nagaon,Kerala,District Court,District Court Dindigul,Civil Law,29,314,298,16,Land Acquisition Dispute,28,4.6
INDADV05248,Bhavin Gour,IN2706/2031,Yamunanagar,Uttar Pradesh,District Court,District Court Pali,Corporate Law,17,884,708,176,GST Tax Dispute,36,4.8
INDADV05249,Pari Andra,IN0706/2088,Junagadh,Delhi,District Court,District Court Saharanpur,Constitutional Law,17,820,221,599,Writ Petition (Article 226),12,3.3
INDADV05250,Samarth Choudhry,IN2737/2064,Allahabad,Bihar,District Court,District Court Kharagpur,Environmental Law,31,155,58,97,Public Interest Litigation,25,3.9
INDADV05251,Madhup Chanda,IN4288/2008,Muzaffarnagar,Maharashtra,District Court,District Court Anand,Corporate Law,26,767,597,170,GST Tax Dispute,38,4.2
INDADV05252,Akarsh Chaudhry,IN2984/2075,Srikakulam,Telangana,High Court,Telangana High Court,Criminal Law,19,186,97,89,Dowry Prohibition Case,40,3.9
INDADV05253,Sahil Sinha,IN5060/2095,Nizamabad,Tamil Nadu,High Court,Madras High Court,Criminal Law,21,1169,143,1026,IPC Section 302 - Murder,40,4.5
INDADV05254,Yasmin Bandi,IN8519/2035,Kavali,Gujarat,District Court,District Court Deoghar,Labour Law,36,272,154,118,Cheque Bounce Case (NI Act 138),36,3.2
INDADV05255,Eshani Borde,IN7722/2071,Dhanbad,Punjab,District Court,District Court Ichalkaranji,Cyber Law,16,655,195,460,Dowry Prohibition Case,47,3.7
INDADV05256,Kismat Doshi,IN6591/2003,Tiruppur,Punjab,District Court,District Court Aizawl,Criminal Law,19,1433,1008,425,GST Tax Dispute,30,3.7
INDADV05257,Eva Vasa,IN5979/2079,Purnia,Tamil Nadu,District Court,District Court Amaravati,Tax Law,29,43,40,3,Property Partition Suit,30,3.7
INDADV05258,Adira Sem,IN5139/2092,Hapur,Kerala,District Court,District Court Danapur,Constitutional Law,27,614,76,538,Land Acquisition Dispute,33,4.2
INDADV05259,Gatik Thaman,IN7452/2011,Thiruvananthapuram,Gujarat,District Court,District Court Bhubaneswar,Family Law,30,374,50,324,IPC Section 420 - Cheating,28,3.4
INDADV05260,Alia Chandra,IN9914/2092,Fatehpur,Gujarat,District Court,District Court Panvel,Constitutional Law,11,238,112,126,Land Acquisition Dispute,18,3.4
INDADV05261,Amira Brar,IN6734/2058,Jamnagar,Tamil Nadu,Supreme Court of India,Supreme Court of India,Corporate Law,40,161,148,13,Land Acquisition Dispute,27,5.0
INDADV05262,Ishaan Loyal,IN1361/2034,Mango,Telangana,Supreme Court of India,Supreme Court of India,Corporate Law,8,91,26,65,IPC Section 420 - Cheating,45,4.7
INDADV05263,Himmat Rajagopalan,IN9841/2062,Davanagere,West Bengal,District Court,District Court Shimla,Family Law,15,704,137,567,Cheque Bounce Case (NI Act 138),46,4.1
INDADV05264,Kashvi Deshmukh,IN8358/2055,Kozhikode,Gujarat,District Court,District Court Srikakulam,Tax Law,18,1416,261,1155,Consumer Protection Case,26,3.3
INDADV05265,Elakshi Koshy,IN4117/2031,Gopalpur,Tamil Nadu,District Court,District Court Avadi,Cyber Law,4,1155,957,198,Cheque Bounce Case (NI Act 138),47,4.5
INDADV05266,Anaya Reddy,IN1477/2064,Anand,Madhya Pradesh,District Court,District Court Mira-Bhayandar,Constitutional Law,2,1061,1019,42,Property Partition Suit,19,3.9
INDADV05267,Badal Das,IN8937/2026,Faridabad,Tamil Nadu,District Court,District Court Bhind,Corporate Law,31,1329,379,950,Property Partition Suit,9,3.6
INDADV05268,Saira Chaudhuri,IN8772/2014,Muzaffarpur,Telangana,High Court,Telangana High Court,Corporate Law,31,1221,1115,106,Public Interest Litigation,47,4.9
INDADV05269,Shray Khurana,IN2688/2062,Katihar,Madhya Pradesh,High Court,Madhya Pradesh High Court,Tax Law,17,659,138,521,Public Interest Litigation,34,4.1
INDADV05270,Anvi Sarin,IN0093/2011,Singrauli,Telangana,District Court,District Court Khora ,Cyber Law,38,713,539,174,Dowry Prohibition Case,23,4.7
INDADV05271,Advik Sampath,IN6898/2056,Mau,Rajasthan,High Court,Rajasthan High Court,Family Law,25,182,95,87,Public Interest Litigation,11,4.1
INDADV05272,Rhea Kata,IN5461/2058,Silchar,Delhi,District Court,District Court Malda,Criminal Law,32,187,21,166,IPC Section 302 - Murder,21,3.8
INDADV05273,Ayesha Atwal,IN3377/2041,Barasat,Tamil Nadu,Supreme Court of India,Supreme Court of India,Labour Law,14,208,112,96,Writ Petition (Article 226),22,4.5
INDADV05274,Jayant Dhar,IN5211/2016,Srikakulam,Tamil Nadu,District Court,District Court Durg,Labour Law,12,657,351,306,Cyber Fraud Case,17,4.6
INDADV05275,Ishaan Sant,IN2079/2036,Bokaro,Maharashtra,High Court,Bombay High Court,Intellectual Property Law,8,366,349,17,GST Tax Dispute,27,4.6
INDADV05276,Anahi Dalal,IN1002/2090,Muzaffarpur,Tamil Nadu,District Court,District Court Tirunelveli,Family Law,7,1433,811,622,Writ Petition (Article 226),12,3.0
INDADV05277,Yakshit Sami,IN9177/2088,Tiruchirappalli,Kerala,High Court,Kerala High Court,Constitutional Law,25,1479,1417,62,Cheque Bounce Case (NI Act 138),8,4.4
INDADV05278,Romil Comar,IN2382/2007,Ahmedabad,Tamil Nadu,High Court,Madras High Court,Civil Law,19,762,573,189,Property Partition Suit,32,3.7
INDADV05279,Ayesha Kamdar,IN1300/2073,Ballia,Maharashtra,High Court,Bombay High Court,Constitutional Law,35,1088,769,319,IPC Section 420 - Cheating,48,4.1
INDADV05280,Shray Mand,IN2846/2012,Faridabad,Uttar Pradesh,High Court,Allahabad High Court,Constitutional Law,20,35,4,31,Land Acquisition Dispute,21,4.2
INDADV05281,Jayan Magar,IN5405/2020,Thrissur,Bihar,District Court,District Court Tirunelveli,Intellectual Property Law,10,118,107,11,Cyber Fraud Case,34,4.9
INDADV05282,Lakshit Koshy,IN5642/2088,Gangtok,Madhya Pradesh,District Court,District Court Thrissur,Family Law,15,167,38,129,Writ Petition (Article 226),35,4.5
INDADV05283,Aarav Barad,IN4732/2096,Mangalore,Uttar Pradesh,High Court,Allahabad High Court,Civil Law,26,637,462,175,Public Interest Litigation,15,4.7
INDADV05284,Eshani Lall,IN3977/2035,Hindupur,Haryana,District Court,District Court Dehradun,Tax Law,24,261,16,245,Public Interest Litigation,28,4.6
INDADV05285,Faiyaz Bora,IN2512/2028,Junagadh,Maharashtra,High Court,Bombay High Court,Intellectual Property Law,27,511,382,129,IPC Section 420 - Cheating,24,4.2
INDADV05286,Advika Koshy,IN1237/2053,Ghaziabad,Karnataka,High Court,Karnataka High Court,Environmental Law,17,596,562,34,Cheque Bounce Case (NI Act 138),43,4.7
INDADV05287,Gatik Chawla,IN3142/2040,Yamunanagar,Gujarat,High Court,Gujarat High Court,Criminal Law,32,667,623,44,Divorce Petition,22,3.6
INDADV05288,Aayush Ghosh,IN1758/2087,Nagercoil,Kerala,District Court,District Court Dewas,Corporate Law,6,779,647,132,IPC Section 420 - Cheating,42,3.0
INDADV05289,Hrishita Vala,IN9198/2072,Akola,Tamil Nadu,District Court,District Court Latur,Environmental Law,7,949,679,270,Public Interest Litigation,32,3.6
INDADV05290,Priyansh Khurana,IN5516/2093,Medininagar,Tamil Nadu,High Court,Madras High Court,Tax Law,21,1289,385,904,IPC Section 420 - Cheating,9,3.5
INDADV05291,Adah Desai,IN1119/2006,Coimbatore,Tamil Nadu,District Court,District Court Indore,Constitutional Law,19,529,250,279,Writ Petition (Article 226),40,4.3
INDADV05292,Zoya Mani,IN7623/2075,Ramagundam,Haryana,High Court,Punjab and Haryana High Court,Criminal Law,7,1357,284,1073,IPC Section 420 - Cheating,30,3.8
INDADV05293,Eshani Chandra,IN8992/2065,Begusarai,Delhi,High Court,Delhi High Court,Criminal Law,14,856,324,532,IPC Section 420 - Cheating,11,3.2
INDADV05294,Hazel Goyal,IN6231/2049,Buxar,Punjab,District Court,District Court Vellore,Tax Law,14,60,57,3,GST Tax Dispute,27,3.9
INDADV05295,Nitara Bains,IN9826/2098,Kamarhati,West Bengal,District Court,District Court Bhilwara,Labour Law,34,1457,1090,367,Divorce Petition,11,3.4
INDADV05296,Badal Wadhwa,IN6537/2043,Siwan,Tamil Nadu,District Court,District Court Ambala,Corporate Law,10,245,65,180,Consumer Protection Case,20,3.2
INDADV05297,Reyansh Loke,IN6707/2080,Pimpri-Chinchwad,Gujarat,District Court,District Court Bhubaneswar,Corporate Law,32,585,301,284,GST Tax Dispute,42,4.3
INDADV05298,Charvi Ray,IN8273/2050,Shimla,Gujarat,District Court,District Court Cuttack,Labour Law,31,428,309,119,Dowry Prohibition Case,18,4.3
INDADV05299,Badal Chada,IN1912/2077,Muzaffarpur,Maharashtra,District Court,District Court Jalgaon,Cyber Law,37,831,661,170,Divorce Petition,38,4.3
INDADV05300,Aradhya Ben,IN9477/2038,Ulhasnagar,Rajasthan,District Court,District Court Begusarai,Labour Law,35,669,136,533,Writ Petition (Article 226),6,5.0
INDADV05301,Piya Vig,IN7015/2016,Jorhat,Maharashtra,District Court,District Court Bulandshahr,Intellectual Property Law,10,1382,498,884,Divorce Petition,30,3.2
INDADV05302,Shanaya Das,IN3497/2058,Kamarhati,Rajasthan,District Court,District Court Kurnool,Criminal Law,28,260,196,64,IPC Section 302 - Murder,9,4.7
INDADV05303,Ehsaan Garg,IN1132/2052,Etawah,Madhya Pradesh,District Court,District Court Srinagar,Tax Law,31,1122,800,322,Divorce Petition,16,3.4
INDADV05304,Ahana  Gopal,IN1937/2047,Patiala,Madhya Pradesh,District Court,District Court Pimpri-Chinchwad,Civil Law,6,49,28,21,GST Tax Dispute,31,3.3
INDADV05305,Ivana Kulkarni,IN8889/2063,Bhopal,West Bengal,High Court,Calcutta High Court,Family Law,10,1235,378,857,Cyber Fraud Case,14,3.1
INDADV05306,Adah De,IN7615/2060,Berhampore,Delhi,District Court,District Court Haridwar,Labour Law,18,512,218,294,Consumer Protection Case,25,3.9
INDADV05307,Purab Chada,IN6204/2095,Ozhukarai,Haryana,District Court,District Court Alwar,Criminal Law,40,21,7,14,Consumer Protection Case,16,3.2
INDADV05308,Lavanya Randhawa,IN8889/2039,Akola,Rajasthan,District Court,District Court Kolhapur,Cyber Law,13,320,174,146,IPC Section 420 - Cheating,11,3.8
INDADV05309,Kanav Behl,IN9227/2038,Bahraich,Madhya Pradesh,High Court,Madhya Pradesh High Court,Corporate Law,21,1059,505,554,Consumer Protection Case,23,4.6
INDADV05310,Suhana Anand,IN6999/2026,Warangal,Rajasthan,District Court,District Court Dhule,Family Law,6,438,161,277,Cyber Fraud Case,11,3.7
INDADV05311,Anya Kala,IN2784/2032,Kolhapur,Rajasthan,District Court,District Court Saharanpur,Intellectual Property Law,20,843,245,598,Public Interest Litigation,45,4.7
INDADV05312,Urvi Kadakia,IN8967/2047,Bettiah,Haryana,District Court,District Court Surendranagar Dudhrej,Labour Law,9,643,95,548,Property Partition Suit,48,5.0
INDADV05313,Samaira Bala,IN0318/2027,Bhubaneswar,Telangana,High Court,Telangana High Court,Cyber Law,25,703,377,326,Consumer Protection Case,35,3.6
INDADV05314,Dharmajan Mand,IN2509/2049,Gorakhpur,Uttar Pradesh,District Court,District Court Nashik,Intellectual Property Law,34,209,109,100,Consumer Protection Case,6,3.5
INDADV05315,Dishani Karpe,IN1336/2014,Jhansi,Rajasthan,Supreme Court of India,Supreme Court of India,Cyber Law,35,422,13,409,Cheque Bounce Case (NI Act 138),42,4.8
INDADV05316,Riaan Dar,IN7706/2037,Davanagere,Rajasthan,High Court,Rajasthan High Court,Corporate Law,23,237,229,8,Property Partition Suit,28,3.6
INDADV05317,Ayesha Mani,IN0156/2018,Dibrugarh,Kerala,District Court,District Court Bikaner,Cyber Law,9,578,178,400,IPC Section 302 - Murder,48,4.5
INDADV05318,Ojas Bansal,IN6315/2053,Bhubaneswar,Haryana,Supreme Court of India,Supreme Court of India,Constitutional Law,24,1205,1013,192,Dowry Prohibition Case,16,3.2
INDADV05319,Baiju Rau,IN6702/2029,Jodhpur,Karnataka,District Court,District Court Aurangabad,Corporate Law,24,557,246,311,Land Acquisition Dispute,23,4.7
INDADV05320,Tejas Jaggi,IN2091/2058,Aizawl,Punjab,Supreme Court of India,Supreme Court of India,Constitutional Law,24,654,249,405,Divorce Petition,16,4.2
INDADV05321,Jayant Thakur,IN4111/2001,Chinsurah,Delhi,District Court,District Court Sasaram,Criminal Law,32,770,62,708,GST Tax Dispute,17,3.9
INDADV05322,Ranbir Dass,IN9173/2093,Munger,Madhya Pradesh,District Court,District Court Haridwar,Civil Law,5,1291,774,517,IPC Section 302 - Murder,6,3.8
INDADV05323,Manikya Agarwal,IN7904/2021,Bhilwara,Bihar,District Court,District Court Bangalore,Cyber Law,13,833,63,770,GST Tax Dispute,33,3.2
INDADV05324,Navya Bedi,IN1618/2089,Korba,Telangana,District Court,District Court Mumbai,Environmental Law,33,320,259,61,Land Acquisition Dispute,33,3.2
INDADV05325,Indrajit Varma,IN4974/2070,Kakinada,Bihar,High Court,Patna High Court,Corporate Law,4,1245,1051,194,Divorce Petition,21,3.8
INDADV05326,Zain Kala,IN1583/2063,Mathura,Kerala,District Court,District Court Madurai,Cyber Law,9,115,101,14,Writ Petition (Article 226),32,3.5
INDADV05327,Ivana Keer,IN4812/2002,Raurkela Industrial Township,Maharashtra,High Court,Bombay High Court,Cyber Law,24,68,61,7,Cyber Fraud Case,25,4.1
INDADV05328,Stuvan Ghosh,IN3403/2024,Yamunanagar,Maharashtra,District Court,District Court Etawah,Corporate Law,38,849,425,424,Property Partition Suit,27,4.2
INDADV05329,Drishya Mander,IN0136/2055,Thoothukudi,Bihar,District Court,District Court Tumkur,Labour Law,26,1381,1157,224,Land Acquisition Dispute,36,3.2
INDADV05330,Ojas Karnik,IN0490/2035,Sultan Pur Majra,Tamil Nadu,High Court,Madras High Court,Intellectual Property Law,11,49,23,26,Divorce Petition,16,4.5
INDADV05331,Aaina Bhavsar,IN8926/2040,Mysore,Karnataka,Supreme Court of India,Supreme Court of India,Labour Law,2,913,292,621,GST Tax Dispute,19,4.4
INDADV05332,Inaaya  Rajagopalan,IN6339/2065,Kavali,West Bengal,High Court,Calcutta High Court,Tax Law,22,217,95,122,Cyber Fraud Case,44,4.7
INDADV05333,Anay Kulkarni,IN1700/2001,Sangli-Miraj & Kupwad,Maharashtra,District Court,District Court Meerut,Family Law,1,1111,29,1082,Cheque Bounce Case (NI Act 138),48,3.3
INDADV05334,Hunar Srivastava,IN4154/2049,Bangalore,Gujarat,Supreme Court of India,Supreme Court of India,Criminal Law,30,1348,919,429,Consumer Protection Case,36,4.6
INDADV05335,Uthkarsh Sathe,IN3430/2092,Mau,Haryana,District Court,District Court Ongole,Labour Law,6,1297,376,921,IPC Section 302 - Murder,11,4.0
INDADV05336,Chirag Dewan,IN9805/2033,Muzaffarpur,Gujarat,District Court,District Court Panihati,Labour Law,3,567,101,466,Cheque Bounce Case (NI Act 138),29,3.9
INDADV05337,Jayan Grewal,IN3298/2049,Thane,Bihar,District Court,District Court Rajkot,Constitutional Law,39,85,13,72,Writ Petition (Article 226),13,4.3
INDADV05338,Anahi Sethi,IN2633/2037,Bijapur,Delhi,District Court,District Court Tumkur,Criminal Law,27,903,539,364,Consumer Protection Case,40,3.8
INDADV05339,Hazel Upadhyay,IN1484/2042,Bhagalpur,Tamil Nadu,District Court,District Court Jabalpur,Corporate Law,14,711,45,666,Land Acquisition Dispute,48,4.7
INDADV05340,Fateh Ram,IN9330/2094,Jaipur,West Bengal,High Court,Calcutta High Court,Environmental Law,7,952,848,104,IPC Section 420 - Cheating,42,3.2
INDADV05341,Jivika Chada,IN1499/2092,Kishanganj,Uttar Pradesh,District Court,District Court Mahbubnagar,Intellectual Property Law,27,159,152,7,Cyber Fraud Case,24,4.9
INDADV05342,Hunar Venkataraman,IN4114/2024,Bokaro,Bihar,High Court,Patna High Court,Corporate Law,19,1399,509,890,Divorce Petition,48,4.9
INDADV05343,Veer Wable,IN9813/2025,Belgaum,Kerala,High Court,Kerala High Court,Intellectual Property Law,1,1005,960,45,Consumer Protection Case,6,3.8
INDADV05344,Purab Bhalla,IN5262/2044,Kakinada,Uttar Pradesh,High Court,Allahabad High Court,Tax Law,18,1187,510,677,Land Acquisition Dispute,47,3.2
INDADV05345,Azad Trivedi,IN7646/2077,Agra,Haryana,High Court,Punjab and Haryana High Court,Constitutional Law,21,298,227,71,Cyber Fraud Case,23,3.3
INDADV05346,Ela Saran,IN3218/2051,Jorhat,West Bengal,District Court,District Court Jabalpur,Family Law,27,967,375,592,Consumer Protection Case,27,3.3
INDADV05347,Vaibhav Sandhu,IN8546/2065,Latur,Bihar,District Court,District Court Thanjavur,Criminal Law,3,1149,279,870,Property Partition Suit,29,3.4
INDADV05348,Damini Hora,IN2289/2009,Tenali,Karnataka,High Court,Karnataka High Court,Tax Law,17,427,95,332,Writ Petition (Article 226),40,4.6
INDADV05349,Samaira Kunda,IN1336/2045,Alwar,Punjab,District Court,District Court Agartala,Civil Law,10,780,316,464,Dowry Prohibition Case,45,5.0
INDADV05350,Raunak Verma,IN0228/2076,Ujjain,Delhi,High Court,Delhi High Court,Environmental Law,29,1092,25,1067,Land Acquisition Dispute,41,4.2
INDADV05351,Kavya Gour,IN5362/2044,Giridih,Tamil Nadu,District Court,District Court Warangal,Civil Law,25,1321,431,890,Consumer Protection Case,12,3.5
INDADV05352,Emir Mane,IN1904/2044,Jamnagar,Punjab,District Court,District Court Imphal,Labour Law,6,332,262,70,Writ Petition (Article 226),7,3.9
INDADV05353,Anaya Hayer,IN9894/2067,Mango,Maharashtra,District Court,District Court Udupi,Family Law,23,182,175,7,GST Tax Dispute,9,4.7
INDADV05354,Nirvi Sunder,IN4892/2008,Surendranagar Dudhrej,Bihar,District Court,District Court Ballia,Family Law,34,1401,508,893,IPC Section 420 - Cheating,6,4.1
INDADV05355,Prisha Raja,IN9104/2099,Munger,Maharashtra,District Court,District Court Bhubaneswar,Cyber Law,20,986,159,827,Consumer Protection Case,37,4.5
INDADV05356,Manjari Iyengar,IN1776/2015,Bihar Sharif,Kerala,District Court,District Court Yamunanagar,Family Law,6,728,403,325,Land Acquisition Dispute,9,3.1
INDADV05357,Elakshi Chatterjee,IN3933/2010,Tiruvottiyur,West Bengal,High Court,Calcutta High Court,Criminal Law,29,546,173,373,IPC Section 302 - Murder,13,3.3
INDADV05358,Bhavin Bal,IN3532/2036,Bahraich,Punjab,District Court,District Court Mahbubnagar,Corporate Law,29,692,108,584,Dowry Prohibition Case,7,3.2
INDADV05359,Divit Varkey,IN0107/2026,Bathinda,Karnataka,District Court,District Court Tezpur,Tax Law,38,31,9,22,Divorce Petition,28,3.3
